clip,label,split,source_file,start_sample,augmented
train/crying/crying_00072.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,96000,False
train/crying/crying_00073.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,112000,False
train/crying/crying_00074.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,128000,False
train/crying/crying_00075.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,144000,False
train/crying/crying_00076.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,160000,False
train/crying/crying_00077.wav,crying,train,crying/S-211023_H_302_C_004_0001.wav,176000,False
train/background/background_00007.wav,background,train,crying/S-211023_H_302_C_004_0001.wav,64000,False
train/crying/crying_00078.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,0,False
train/crying/crying_00079.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,16000,False
train/crying/crying_00080.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,32000,False
train/crying/crying_00081.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,48000,False
train/crying/crying_00082.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,64000,False
train/crying/crying_00083.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,80000,False
train/crying/crying_00084.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,128000,False
train/crying/crying_00085.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,144000,False
train/crying/crying_00086.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,224000,False
train/crying/crying_00087.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,240000,False
train/crying/crying_00088.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,320000,False
train/crying/crying_00089.wav,crying,train,crying/S-211021_H_302_C_006_0001.wav,336000,False
train/background/background_00008.wav,background,train,crying/S-211021_H_302_C_006_0001.wav,96000,False
train/crying/crying_00090.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,0,False
train/crying/crying_00091.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,16000,False
train/crying/crying_00092.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,32000,False
train/crying/crying_00093.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,48000,False
train/crying/crying_00094.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,80000,False
train/crying/crying_00095.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,112000,False
train/crying/crying_00096.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,176000,False
train/crying/crying_00097.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,192000,False
train/crying/crying_00098.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,208000,False
train/crying/crying_00099.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,272000,False
train/crying/crying_00100.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,288000,False
train/crying/crying_00101.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,304000,False
train/crying/crying_00102.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,320000,False
train/crying/crying_00103.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,336000,False
train/crying/crying_00104.wav,crying,train,crying/S-211026_H_302_C_014_0001.wav,384000,False
train/background/background_00009.wav,background,train,crying/S-211026_H_302_C_014_0001.wav,128000,False
train/crying/crying_00105.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,0,False
train/crying/crying_00106.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,16000,False
train/crying/crying_00107.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,32000,False
train/crying/crying_00108.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,64000,False
train/crying/crying_00109.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,112000,False
train/crying/crying_00110.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,128000,False
train/crying/crying_00111.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,144000,False
train/crying/crying_00112.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,176000,False
train/crying/crying_00113.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,192000,False
train/crying/crying_00114.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,256000,False
train/crying/crying_00115.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,272000,False
train/crying/crying_00116.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,336000,False
train/crying/crying_00117.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,352000,False
train/crying/crying_00118.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,368000,False
train/crying/crying_00119.wav,crying,train,crying/S-211107_H_302_C_003_0001.wav,384000,False
train/background/background_00010.wav,background,train,crying/S-211107_H_302_C_003_0001.wav,96000,False
train/crying/crying_00120.wav,crying,train,crying/esc50__crying_baby__ESC50_3-152007-B-20.wav,0,False
train/crying/crying_00121.wav,crying,train,crying/esc50__crying_baby__ESC50_3-152007-B-20.wav,16000,False
train/crying/crying_00122.wav,crying,train,crying/esc50__crying_baby__ESC50_3-152007-B-20.wav,32000,False
train/crying/crying_00123.wav,crying,train,crying/esc50__crying_baby__ESC50_3-152007-B-20.wav,48000,False
train/crying/crying_00124.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,0,False
train/crying/crying_00125.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,96000,False
train/crying/crying_00126.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,112000,False
train/crying/crying_00127.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,224000,False
train/crying/crying_00128.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,240000,False
train/crying/crying_00129.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,256000,False
train/crying/crying_00130.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,288000,False
train/crying/crying_00131.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,304000,False
train/crying/crying_00132.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,320000,False
train/crying/crying_00133.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,336000,False
train/crying/crying_00134.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,352000,False
train/crying/crying_00135.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,368000,False
train/crying/crying_00136.wav,crying,train,crying/S-211101_H_302_C_006_0001.wav,384000,False
train/background/background_00011.wav,background,train,crying/S-211101_H_302_C_006_0001.wav,272000,False
train/crying/crying_00137.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,0,False
train/crying/crying_00138.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,16000,False
train/crying/crying_00139.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,32000,False
train/crying/crying_00140.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,48000,False
train/crying/crying_00141.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,80000,False
train/crying/crying_00142.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,96000,False
train/crying/crying_00143.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,112000,False
train/crying/crying_00144.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,128000,False
train/crying/crying_00145.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,144000,False
train/crying/crying_00146.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,240000,False
train/crying/crying_00147.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,256000,False
train/crying/crying_00148.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,320000,False
train/crying/crying_00149.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,336000,False
train/crying/crying_00150.wav,crying,train,crying/S-211101_H_302_C_009_0001.wav,352000,False
train/background/background_00012.wav,background,train,crying/S-211101_H_302_C_009_0001.wav,272000,False
train/crying/crying_00151.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,16000,False
train/crying/crying_00152.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,64000,False
train/crying/crying_00153.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,80000,False
train/crying/crying_00154.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,112000,False
train/crying/crying_00155.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,128000,False
train/crying/crying_00156.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,160000,False
train/crying/crying_00157.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,176000,False
train/crying/crying_00158.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,192000,False
train/crying/crying_00159.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,256000,False
train/crying/crying_00160.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,272000,False
train/crying/crying_00161.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,288000,False
train/crying/crying_00162.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,304000,False
train/crying/crying_00163.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,320000,False
train/crying/crying_00164.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,352000,False
train/crying/crying_00165.wav,crying,train,crying/S-211021_H_302_C_007_0001.wav,368000,False
train/background/background_00013.wav,background,train,crying/S-211021_H_302_C_007_0001.wav,32000,False
train/crying/crying_00166.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-F-20.wav,0,False
train/crying/crying_00167.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-F-20.wav,16000,False
train/crying/crying_00168.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-F-20.wav,32000,False
train/crying/crying_00169.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-F-20.wav,48000,False
train/crying/crying_00170.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,0,False
train/crying/crying_00171.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,16000,False
train/crying/crying_00172.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,32000,False
train/crying/crying_00173.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,48000,False
train/crying/crying_00174.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,64000,False
train/crying/crying_00175.wav,crying,train,crying/S-211020_H_302_C_007_0001.wav,80000,False
train/crying/crying_00176.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,0,False
train/crying/crying_00177.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,16000,False
train/crying/crying_00178.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,32000,False
train/crying/crying_00179.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,48000,False
train/crying/crying_00180.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,64000,False
train/crying/crying_00181.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,80000,False
train/crying/crying_00182.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,96000,False
train/crying/crying_00183.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,112000,False
train/crying/crying_00184.wav,crying,train,crying/S-211020_H_302_C_006_0001.wav,128000,False
train/crying/crying_00185.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,0,False
train/crying/crying_00186.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,16000,False
train/crying/crying_00187.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,32000,False
train/crying/crying_00188.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,48000,False
train/crying/crying_00189.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,64000,False
train/crying/crying_00190.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,80000,False
train/crying/crying_00191.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,96000,False
train/crying/crying_00192.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,112000,False
train/crying/crying_00193.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,128000,False
train/crying/crying_00194.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,144000,False
train/crying/crying_00195.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,192000,False
train/crying/crying_00196.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,224000,False
train/crying/crying_00197.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,272000,False
train/crying/crying_00198.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,288000,False
train/crying/crying_00199.wav,crying,train,crying/S-211106_H_302_C_009_0001.wav,304000,False
train/crying/crying_00200.wav,crying,train,crying/esc50__crying_baby__ESC50_2-107351-B-20.wav,0,False
train/crying/crying_00201.wav,crying,train,crying/esc50__crying_baby__ESC50_2-107351-B-20.wav,16000,False
train/crying/crying_00202.wav,crying,train,crying/esc50__crying_baby__ESC50_2-107351-B-20.wav,32000,False
train/crying/crying_00203.wav,crying,train,crying/esc50__crying_baby__ESC50_2-107351-B-20.wav,48000,False
train/crying/crying_00204.wav,crying,train,crying/esc50__crying_baby__ESC50_4-167077-A-20.wav,0,False
train/crying/crying_00205.wav,crying,train,crying/esc50__crying_baby__ESC50_4-167077-A-20.wav,16000,False
train/crying/crying_00206.wav,crying,train,crying/esc50__crying_baby__ESC50_4-167077-A-20.wav,32000,False
train/crying/crying_00207.wav,crying,train,crying/esc50__crying_baby__ESC50_4-167077-A-20.wav,48000,False
train/crying/crying_00208.wav,crying,train,crying/S-211106_H_302_C_010_0001.wav,32000,False
train/crying/crying_00209.wav,crying,train,crying/S-211106_H_302_C_010_0001.wav,48000,False
train/background/background_00014.wav,background,train,crying/S-211106_H_302_C_010_0001.wav,352000,False
train/crying/crying_00210.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,0,False
train/crying/crying_00211.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,16000,False
train/crying/crying_00212.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,32000,False
train/crying/crying_00213.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,48000,False
train/crying/crying_00214.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,64000,False
train/crying/crying_00215.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,96000,False
train/crying/crying_00216.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,112000,False
train/crying/crying_00217.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,160000,False
train/crying/crying_00218.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,208000,False
train/crying/crying_00219.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,224000,False
train/crying/crying_00220.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,304000,False
train/crying/crying_00221.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,320000,False
train/crying/crying_00222.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,336000,False
train/crying/crying_00223.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,352000,False
train/crying/crying_00224.wav,crying,train,crying/S-211019_H_302_C_001_0001.wav,368000,False
train/background/background_00015.wav,background,train,crying/S-211019_H_302_C_001_0001.wav,80000,False
train/crying/crying_00225.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,0,False
train/crying/crying_00226.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,16000,False
train/crying/crying_00227.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,32000,False
train/crying/crying_00228.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,64000,False
train/crying/crying_00229.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,80000,False
train/crying/crying_00230.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,96000,False
train/crying/crying_00231.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,112000,False
train/crying/crying_00232.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,128000,False
train/crying/crying_00233.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,176000,False
train/crying/crying_00234.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,192000,False
train/crying/crying_00235.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,208000,False
train/crying/crying_00236.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,224000,False
train/crying/crying_00237.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,240000,False
train/crying/crying_00238.wav,crying,train,crying/S-211101_H_302_C_005_0001.wav,400000,False
train/background/background_00016.wav,background,train,crying/S-211101_H_302_C_005_0001.wav,160000,False
train/crying/crying_00239.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,16000,False
train/crying/crying_00240.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,32000,False
train/crying/crying_00241.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,48000,False
train/crying/crying_00242.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,96000,False
train/crying/crying_00243.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,112000,False
train/crying/crying_00244.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,128000,False
train/crying/crying_00245.wav,crying,train,crying/S-211022_H_302_C_017_0001.wav,144000,False
train/background/background_00017.wav,background,train,crying/S-211022_H_302_C_017_0001.wav,160000,False
train/crying/crying_00246.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-A-20.wav,0,False
train/crying/crying_00247.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-A-20.wav,16000,False
train/crying/crying_00248.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-A-20.wav,32000,False
train/crying/crying_00249.wav,crying,train,crying/esc50__crying_baby__ESC50_5-198411-A-20.wav,48000,False
train/crying/crying_00250.wav,crying,train,crying/esc50__crying_baby__ESC50_1-211527-C-20.wav,0,False
train/crying/crying_00251.wav,crying,train,crying/esc50__crying_baby__ESC50_1-211527-C-20.wav,16000,False
train/crying/crying_00252.wav,crying,train,crying/esc50__crying_baby__ESC50_1-211527-C-20.wav,32000,False
train/crying/crying_00253.wav,crying,train,crying/esc50__crying_baby__ESC50_1-211527-C-20.wav,48000,False
train/crying/crying_00254.wav,crying,train,crying/esc50__crying_baby__ESC50_4-185575-C-20.wav,0,False
train/crying/crying_00255.wav,crying,train,crying/esc50__crying_baby__ESC50_4-185575-C-20.wav,16000,False
train/crying/crying_00256.wav,crying,train,crying/esc50__crying_baby__ESC50_4-185575-C-20.wav,32000,False
train/crying/crying_00257.wav,crying,train,crying/esc50__crying_baby__ESC50_4-185575-C-20.wav,48000,False
train/crying/crying_00258.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,0,False
train/crying/crying_00259.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,16000,False
train/crying/crying_00260.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,64000,False
train/crying/crying_00261.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,96000,False
train/crying/crying_00262.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,128000,False
train/crying/crying_00263.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,160000,False
train/crying/crying_00264.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,176000,False
train/crying/crying_00265.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,208000,False
train/crying/crying_00266.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,240000,False
train/crying/crying_00267.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,256000,False
train/crying/crying_00268.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,288000,False
train/crying/crying_00269.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,304000,False
train/crying/crying_00270.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,320000,False
train/crying/crying_00271.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,352000,False
train/crying/crying_00272.wav,crying,train,crying/S-211106_H_302_C_008_0001.wav,368000,False
train/crying/crying_00273.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,0,False
train/crying/crying_00274.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,16000,False
train/crying/crying_00275.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,32000,False
train/crying/crying_00276.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,48000,False
train/crying/crying_00277.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,64000,False
train/crying/crying_00278.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,80000,False
train/crying/crying_00279.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,96000,False
train/crying/crying_00280.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,112000,False
train/crying/crying_00281.wav,crying,train,crying/S-211020_H_302_C_001_0001.wav,128000,False
